age,gender,paid_contribution_1,paid_contribution_2,paid_contribution_3,paid_contribution_4,paid_contribution_5,is_spouse,is_absent,capital_resources,patient_type,distance_to_hospital,eligible,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8,noise_9,noise_10,noise_11,noise_12,noise_13,noise_14,noise_15,noise_16,noise_17,noise_18,noise_19,noise_20,noise_21,noise_22,noise_23,noise_24,noise_25,noise_26,noise_27,noise_28,noise_29,noise_30,noise_31,noise_32,noise_33,noise_34,noise_35,noise_36,noise_37,noise_38,noise_39,noise_40,noise_41,noise_42,noise_43,noise_44,noise_45,noise_46,noise_47,noise_48,noise_49,noise_50,noise_51,noise_52
85,f,no,yes,yes,yes,yes,True,False,534,out,50,True,63,7,1,78,53,8,34,18,65,78,82,33,89,12,77,10,89,95,92,98,100,14,13,30,66,97,95,62,32,67,16,36,88,24,22,48,43,7,64,94,60,95,20,39,67,28,54,3,22,79,69,53
76,f,yes,yes,yes,yes,yes,True,False,2466,out,82,True,63,88,54,82,70,78,17,13,54,78,20,84,31,2,51,100,13,94,93,78,6,61,89,1,0,39,52,21,29,98,14,100,47,5,50,95,11,46,70,92,7,63,97,84,46,65,48,1,61,46,54,82
97,m,yes,yes,yes,yes,yes,True,False,709,in,11,True,86,9,13,49,47,16,8,9,68,69,79,5,26,36,9,31,18,37,71,47,13,28,27,60,93,47,49,68,53,40,57,11,26,71,95,27,92,89,87,2,84,64,74,72,92,26,63,35,7,30,99,91
82,m,yes,no,yes,yes,yes,True,False,2281,in,17,True,16,5,86,81,33,44,31,6,50,15,56,96,65,89,19,10,89,57,29,98,53,90,3,12,2,80,68,74,36,87,7,65,13,96,47,91,85,8,26,71,74,46,46,25,82,13,12,100,17,44,52,55
92,f,yes,yes,yes,yes,yes,True,False,494,in,40,True,24,9,69,36,49,7,0,71,59,53,7,50,87,36,15,11,8,42,84,99,1,57,63,25,1,23,75,71,59,77,31,67,72,43,34,9,22,22,1,0,65,31,12,22,10,41,60,18,84,48,22,8
96,f,yes,yes,yes,yes,yes,True,False,1990,in,21,True,73,37,47,48,26,32,100,54,76,49,53,82,87,4,52,12,96,86,82,55,7,63,88,82,89,46,34,8,36,21,4,2,49,40,46,65,53,97,100,1,1,97,52,22,13,7,48,72,29,47,27,36
66,m,yes,yes,yes,yes,yes,True,False,2112,out,73,True,40,37,86,29,4,12,40,74,48,79,11,30,100,89,47,89,95,71,77,57,43,27,73,99,15,79,14,30,22,31,7,94,95,94,76,7,8,12,1,82,50,9,6,26,90,3,57,71,58,21,38,31
91,f,yes,yes,yes,no,yes,True,False,724,in,33,True,79,37,80,33,85,51,13,86,80,67,22,76,3,70,28,84,16,29,87,24,95,11,59,24,1,26,29,27,72,81,57,4,34,53,81,39,7,74,44,37,57,70,36,78,71,54,57,40,91,74,38,4
85,f,yes,yes,yes,yes,yes,True,False,801,in,8,True,37,84,84,80,83,57,30,75,28,72,91,55,26,87,16,96,37,91,64,64,48,29,32,58,47,54,88,30,6,88,84,56,86,68,12,18,8,37,27,84,75,11,90,27,7,8,47,37,72,3,14,100
90,m,yes,yes,yes,no,yes,True,False,1040,out,79,True,46,53,47,24,49,45,65,33,71,63,65,13,34,62,82,71,13,37,35,47,75,49,85,31,67,63,45,42,40,95,84,38,89,89,50,49,69,92,7,87,30,67,84,68,17,11,33,68,1,11,84,37
67,f,yes,yes,yes,yes,yes,True,False,2540,out,72,True,39,6,50,9,27,97,11,1,34,29,72,92,92,27,5,55,56,82,46,66,100,16,56,39,60,76,3,88,8,8,85,5,15,2,91,66,48,22,59,52,33,98,22,15,31,12,93,14,23,95,56,64
61,f,yes,yes,yes,no,yes,True,False,477,out,88,True,73,11,1,61,30,56,86,60,9,96,74,49,26,11,32,87,11,90,74,98,9,36,97,23,97,64,28,9,63,94,64,45,60,48,67,74,81,51,73,70,30,45,9,52,90,91,14,70,19,76,52,95
85,m,yes,yes,yes,yes,no,True,False,2316,out,50,True,61,19,9,70,66,43,68,27,26,100,96,100,7,27,84,3,94,97,84,92,99,57,61,26,100,63,6,59,3,75,44,47,48,77,100,96,56,11,71,50,21,27,30,69,59,18,65,88,43,52,37,28
65,m,yes,yes,yes,yes,yes,True,False,1675,in,13,True,78,74,3,27,38,36,13,47,40,78,74,5,7,7,33,72,45,22,6,56,74,41,22,19,30,13,65,41,1,77,32,66,28,26,63,93,52,92,12,6,75,98,84,95,94,2,49,33,90,11,88,12
71,f,yes,yes,yes,yes,yes,True,False,1269,out,71,True,53,30,9,6,85,23,15,69,4,83,8,9,91,42,5,93,24,5,14,13,47,54,61,94,8,6,23,92,70,50,53,37,21,12,60,30,43,75,88,96,88,24,65,89,46,22,13,95,14,74,47,72
81,m,yes,yes,no,yes,yes,True,False,1448,out,84,True,27,15,3,85,14,35,29,78,81,53,46,44,75,90,27,54,14,51,19,79,53,74,81,39,53,60,89,46,24,89,50,25,32,31,29,4,69,48,77,22,93,10,69,39,29,98,37,70,58,70,1,52
79,f,yes,yes,yes,yes,yes,True,False,1685,out,98,True,9,70,61,41,85,94,71,55,47,91,10,7,58,31,73,96,15,41,51,65,8,64,22,8,79,92,20,76,95,27,55,64,4,39,64,51,44,97,56,89,88,98,46,80,7,42,82,39,1,95,21,1
69,m,no,yes,yes,yes,yes,True,False,492,in,17,True,8,84,60,67,98,58,63,32,50,60,78,51,26,16,43,12,16,22,64,47,48,76,40,65,46,42,63,56,24,91,43,1,97,78,4,87,27,30,24,16,55,96,11,42,95,9,90,9,28,0,21,14
93,m,yes,yes,yes,yes,yes,True,False,1636,out,63,True,9,20,23,23,49,6,20,38,20,82,37,94,45,11,60,27,15,74,50,74,67,92,52,76,100,28,100,43,28,45,45,14,17,35,22,82,41,77,44,94,23,83,38,14,93,39,66,27,6,14,44,0
91,m,yes,yes,yes,yes,yes,True,False,212,in,1,True,22,22,47,84,10,92,58,73,29,99,57,1,64,56,79,63,41,62,3,98,95,16,56,55,42,20,71,22,3,32,12,41,61,26,90,57,62,59,28,14,18,41,51,26,17,57,10,80,19,74,17,93
79,f,yes,yes,yes,no,yes,True,False,1113,out,70,True,76,45,44,77,76,89,39,92,52,72,89,34,98,48,45,97,51,93,24,4,87,15,26,28,7,52,98,24,69,86,88,75,73,80,81,31,31,51,71,48,0,2,10,52,74,27,81,45,9,58,14,14
75,m,yes,yes,yes,yes,yes,True,False,2616,out,99,True,81,10,91,61,74,16,11,56,56,60,26,78,73,34,6,15,45,35,97,50,8,62,46,96,77,78,26,24,64,26,10,24,33,94,35,74,22,1,38,8,30,47,54,82,8,80,75,28,7,1,92,41
72,f,yes,yes,yes,yes,yes,True,False,1516,in,44,True,55,15,63,19,64,96,89,22,29,29,2,63,46,4,80,27,45,8,73,36,7,24,32,2,30,68,40,53,26,56,6,71,26,66,50,23,74,34,32,95,32,12,37,85,49,48,10,66,62,92,42,97
79,m,yes,yes,yes,no,yes,True,False,1508,out,97,True,40,74,32,26,11,10,12,16,35,89,60,74,61,93,91,67,55,88,32,41,85,41,99,65,18,55,19,48,48,51,54,38,42,55,37,63,81,64,68,2,6,67,68,63,98,6,100,52,49,94,14,2
74,f,yes,yes,yes,no,yes,True,False,312,in,33,True,73,90,23,43,73,56,53,84,26,47,15,21,77,36,2,73,98,78,15,39,71,46,43,98,62,87,1,42,20,99,70,57,42,9,55,5,80,80,68,74,88,96,53,98,57,71,30,61,15,91,20,44
88,f,yes,yes,yes,yes,yes,True,False,1437,out,77,True,69,64,56,20,65,44,85,68,99,87,37,66,85,49,10,68,47,2,66,10,78,0,83,73,24,40,75,46,54,65,83,78,62,10,64,37,67,77,67,93,2,88,8,62,96,52,31,50,54,97,77,39
93,m,yes,yes,yes,yes,yes,True,False,2605,out,97,True,47,31,44,81,52,61,10,81,97,91,32,19,74,64,16,66,78,68,82,37,48,14,98,36,25,16,19,56,53,57,90,90,83,1,54,76,40,83,44,13,98,42,38,15,47,21,94,50,0,76,4,76
100,m,yes,no,yes,yes,yes,True,False,943,out,86,True,72,38,23,35,67,76,71,54,62,93,99,33,74,90,15,64,19,93,19,54,26,35,65,62,1,7,61,12,16,68,57,70,60,41,81,99,48,46,60,19,0,66,47,49,51,99,96,95,92,3,21,53
83,m,yes,yes,yes,yes,no,True,False,794,in,8,True,64,16,89,20,60,60,63,40,82,76,82,66,20,66,18,100,95,56,83,18,16,73,43,16,59,17,43,96,92,100,99,41,2,76,95,38,90,47,44,65,37,45,87,1,47,52,56,47,97,25,46,5
85,m,yes,yes,no,yes,yes,True,False,1296,in,21,True,39,26,40,24,81,19,83,49,74,71,20,79,41,69,20,45,11,83,92,81,29,68,2,76,78,95,54,40,39,32,77,7,28,23,79,67,5,29,65,22,3,43,99,84,69,92,70,45,93,96,47,85
81,m,yes,yes,yes,yes,yes,True,False,1872,in,40,True,47,27,95,80,23,36,83,11,62,92,24,31,23,17,50,2,34,77,84,80,27,61,14,55,54,20,44,2,46,55,7,29,28,31,7,8,10,35,61,69,0,55,49,11,13,10,85,27,82,34,47,75
64,f,yes,yes,yes,no,yes,True,False,1669,in,24,True,37,98,13,4,95,36,93,80,48,63,30,24,96,68,2,32,18,26,11,50,86,95,52,4,23,96,88,38,61,68,98,63,75,1,18,22,7,0,37,24,88,65,81,45,1,81,38,21,34,77,20,80
77,m,no,yes,yes,yes,yes,True,False,51,in,13,True,37,9,46,11,25,52,8,99,40,88,81,80,65,80,52,55,63,38,5,87,38,54,16,85,87,44,73,87,59,30,92,86,27,59,80,41,28,91,78,50,47,16,15,15,84,100,75,24,58,14,80,48
62,f,yes,yes,yes,yes,yes,True,False,2149,in,13,True,76,91,69,2,90,65,16,5,91,85,88,8,3,93,42,17,40,7,61,78,2,12,8,38,41,21,21,27,80,56,63,31,63,30,73,37,71,97,13,89,83,43,8,88,62,2,5,58,48,97,80,12
96,m,yes,yes,yes,yes,yes,True,False,451,out,63,True,46,26,15,29,1,15,23,3,62,36,48,45,9,42,40,4,33,25,13,2,31,93,78,38,73,4,54,51,41,87,15,50,32,2,95,27,58,14,54,29,46,5,63,84,86,46,24,28,44,99,73,99
76,f,yes,yes,yes,no,yes,True,False,1860,in,19,True,2,100,1,29,69,12,21,95,57,61,30,56,28,40,93,80,94,99,14,58,1,39,11,71,85,65,14,85,91,41,28,95,21,89,9,13,80,18,18,35,41,64,72,46,41,100,64,41,55,39,84,86
83,f,yes,yes,yes,yes,yes,True,False,2891,out,60,True,96,75,86,83,66,92,38,97,92,62,78,12,87,73,70,34,78,50,19,69,35,39,10,26,1,45,64,30,23,38,22,8,22,95,52,48,97,18,38,56,77,39,100,18,11,94,42,58,48,7,16,93
82,f,no,yes,yes,yes,yes,True,False,1320,in,1,True,73,91,26,48,37,20,66,16,61,12,49,63,94,61,6,55,37,72,20,36,74,92,73,25,87,14,9,76,44,87,67,74,23,23,78,66,57,1,72,35,20,77,20,88,97,26,80,17,3,61,6,20
88,f,no,yes,yes,yes,yes,True,False,409,in,6,True,23,22,34,2,76,74,27,57,100,80,9,14,18,99,87,68,93,58,17,81,92,10,67,17,95,35,100,57,4,40,86,15,61,75,79,9,14,80,96,24,81,98,41,40,7,33,50,25,41,81,85,31
67,f,yes,no,yes,yes,yes,True,False,949,out,87,True,76,39,57,69,50,35,17,40,67,60,39,17,37,52,61,53,37,1,59,2,87,44,60,85,94,95,57,14,49,65,97,50,30,49,35,53,68,4,63,73,8,75,21,51,52,80,22,17,87,87,8,65
99,f,yes,yes,no,yes,yes,True,False,500,out,92,True,25,87,28,1,52,100,83,79,80,16,9,76,81,16,68,8,18,24,19,20,85,93,26,16,46,81,5,62,27,34,52,62,86,75,31,52,38,5,3,69,55,11,25,1,43,5,29,100,84,95,85,13
87,m,no,yes,yes,yes,yes,True,False,2337,in,14,True,3,63,74,84,8,74,14,23,37,47,39,94,3,28,44,48,1,40,37,47,28,26,96,74,68,2,86,97,81,63,60,96,44,78,69,62,76,23,6,48,30,63,95,44,97,2,73,80,92,55,37,68
70,m,no,yes,yes,yes,yes,True,False,1502,out,87,True,78,21,84,77,15,54,86,29,88,67,66,51,42,23,76,54,42,30,98,17,47,88,66,17,62,68,16,82,45,3,75,59,28,100,18,10,6,93,5,38,94,68,91,12,48,55,29,82,84,14,30,15
76,m,yes,yes,yes,no,yes,True,False,2071,out,61,True,23,54,98,48,69,85,87,24,82,77,8,54,99,1,19,24,100,92,77,95,32,11,77,43,42,69,5,54,1,62,20,13,0,67,4,10,100,27,52,86,69,9,45,69,62,65,57,4,100,90,70,91
90,f,yes,yes,yes,yes,yes,True,False,438,in,20,True,41,59,80,57,88,70,5,36,53,85,75,44,44,12,11,45,96,38,98,21,60,4,63,82,43,4,93,3,48,55,94,10,87,31,66,5,30,22,60,95,98,96,13,50,22,95,87,5,89,28,95,40
81,m,yes,yes,yes,yes,yes,True,False,1500,in,17,True,27,76,66,36,4,18,6,86,25,89,58,43,91,33,73,11,71,38,14,69,67,74,69,54,35,76,36,62,47,95,97,41,18,51,56,16,70,1,81,77,91,38,95,58,10,58,55,22,68,62,38,30
89,f,yes,yes,yes,no,yes,True,False,1935,in,41,True,31,93,3,23,12,15,100,45,34,49,52,34,39,82,3,85,21,22,67,51,76,2,48,0,56,7,29,49,71,59,15,35,74,93,78,67,6,32,81,15,41,33,99,25,89,60,72,100,93,55,18,53
95,f,yes,yes,yes,yes,yes,True,False,1212,in,46,True,36,43,81,56,57,45,42,42,12,41,96,93,71,96,77,23,61,65,63,40,34,92,68,29,97,47,48,93,43,35,41,43,2,54,35,9,88,61,77,38,96,5,55,31,35,2,98,48,65,85,79,98
94,f,yes,yes,yes,yes,yes,True,False,467,in,45,True,23,67,93,19,18,57,24,2,93,56,77,35,43,36,52,34,47,42,33,82,25,5,30,73,79,28,73,73,58,98,41,11,27,69,91,10,66,35,33,81,31,22,87,1,16,9,99,43,49,22,12,80
94,m,no,yes,yes,yes,yes,True,False,1820,in,45,True,20,32,56,61,91,55,47,81,25,27,94,10,8,99,6,15,94,90,78,80,92,16,77,95,23,0,10,65,58,58,10,92,98,24,11,84,90,3,53,3,87,31,3,9,55,92,56,86,39,40,97,19
66,m,yes,yes,yes,yes,yes,True,False,132,out,77,True,97,2,68,43,24,93,67,97,96,93,46,66,77,78,63,0,11,48,86,61,3,12,84,70,90,99,63,89,52,32,39,67,36,43,64,60,23,3,31,37,56,20,98,19,93,8,48,91,7,5,38,67
85,m,no,yes,yes,yes,yes,True,False,408,out,99,True,19,4,92,94,69,61,12,39,21,88,24,2,95,16,87,58,18,26,1,3,83,76,42,54,52,27,93,62,43,84,79,80,73,7,37,18,74,94,21,78,73,58,55,83,34,80,90,56,43,53,8,28
87,m,yes,yes,yes,yes,yes,True,False,2351,in,17,True,67,34,64,0,5,86,31,56,38,18,61,61,79,69,41,45,77,78,97,86,17,25,55,66,34,43,57,66,70,35,23,79,41,34,95,16,42,50,72,39,65,51,65,75,59,97,76,70,80,15,21,51
79,m,yes,yes,yes,yes,yes,True,False,1995,in,5,True,77,38,94,98,58,45,20,93,61,91,11,91,76,7,72,67,27,60,28,31,68,78,86,47,37,28,12,89,34,15,83,24,6,13,98,54,60,74,34,54,41,8,2,88,38,22,2,94,61,89,39,87
75,m,yes,yes,no,yes,yes,True,False,1455,out,84,True,29,55,86,14,51,24,4,63,48,71,20,29,0,21,53,30,11,76,38,30,24,78,40,15,32,70,63,58,82,10,26,100,37,66,8,56,37,17,68,32,28,81,50,50,75,37,18,40,4,83,10,46
66,f,yes,no,yes,yes,yes,True,False,1707,in,43,True,94,86,90,66,49,54,45,99,95,55,60,79,82,46,74,25,62,30,69,26,32,92,24,6,95,34,58,88,65,55,13,60,69,8,0,83,49,75,44,15,35,86,8,70,38,18,38,70,4,80,65,93
65,f,no,yes,yes,yes,yes,True,False,1477,out,79,True,86,9,25,54,8,19,52,6,22,78,9,13,62,7,95,41,14,50,68,77,43,76,80,99,45,79,39,15,34,32,63,20,60,12,83,2,86,100,61,42,70,7,88,50,57,37,60,65,31,28,88,52
66,f,yes,yes,yes,yes,no,True,False,2151,in,12,True,39,95,23,38,1,72,19,4,84,100,12,93,73,66,8,44,54,61,41,38,49,1,51,50,10,52,63,10,16,22,66,90,2,39,23,16,7,15,33,16,47,63,42,73,32,72,28,43,53,1,84,55
92,m,yes,yes,yes,yes,yes,True,False,343,out,96,True,42,53,79,71,27,47,12,27,42,0,89,31,60,6,47,27,23,7,60,72,11,100,61,34,51,21,72,11,33,81,16,34,98,30,0,36,100,100,47,90,24,14,58,89,23,65,28,78,63,38,26,99
75,m,yes,yes,yes,yes,yes,True,False,2062,out,97,True,29,53,10,52,26,58,52,27,11,0,67,73,17,98,94,10,68,84,81,12,93,26,79,70,58,98,85,26,3,44,5,24,36,95,89,31,32,19,3,94,24,36,69,68,8,47,41,96,26,60,91,45
80,m,yes,yes,yes,yes,yes,True,False,750,in,2,True,14,19,89,26,79,85,68,75,68,91,73,76,54,30,84,12,68,75,15,16,55,0,76,81,6,1,93,26,49,49,69,14,75,48,99,99,53,29,90,38,64,68,20,33,5,28,23,13,46,59,11,41
60,f,yes,yes,yes,yes,yes,True,False,1803,in,30,True,28,1,87,14,6,27,19,81,66,22,38,85,34,89,21,82,44,92,62,67,7,2,18,5,17,40,20,72,32,64,29,35,29,47,34,21,21,53,67,55,16,31,96,43,12,90,24,61,13,26,10,26
97,m,yes,no,yes,yes,yes,True,False,2713,in,19,True,62,92,8,23,94,32,28,59,74,37,41,98,100,3,62,2,20,50,96,61,70,2,81,71,80,97,13,3,91,13,69,49,41,89,0,35,6,41,70,40,47,30,13,65,70,17,67,64,41,17,88,70
97,f,yes,yes,yes,no,yes,True,False,2292,out,54,True,29,70,95,58,1,18,48,90,76,85,2,24,11,37,61,85,21,49,98,8,2,40,29,52,40,77,24,47,89,66,67,52,50,96,89,57,78,100,83,77,45,12,84,0,41,74,17,12,50,49,55,32
77,f,yes,yes,yes,yes,yes,True,False,2964,in,29,True,34,61,73,55,21,35,37,9,9,60,55,18,3,23,9,53,100,76,14,5,53,69,68,58,33,13,65,86,2,30,38,75,2,38,57,66,91,30,93,63,18,22,43,59,44,57,49,88,2,8,64,19
95,f,no,yes,yes,yes,yes,True,False,2249,out,70,True,53,63,40,37,56,42,57,85,92,35,80,90,61,95,58,42,90,10,71,61,54,39,54,30,82,39,14,80,72,73,79,42,98,56,31,54,28,100,67,93,71,13,40,77,27,59,8,72,84,88,75,30
70,m,yes,yes,no,yes,yes,True,False,2196,in,35,True,4,79,13,4,65,25,49,32,74,61,52,45,92,12,7,45,58,4,99,40,37,65,82,35,58,90,18,34,96,53,99,11,28,1,86,41,29,73,68,71,10,68,74,55,14,23,7,61,15,96,40,31
87,f,yes,yes,yes,yes,yes,True,False,142,in,21,True,33,2,61,95,70,37,8,27,68,43,97,50,80,0,56,61,50,57,70,72,85,43,59,26,48,93,62,52,48,47,5,54,73,53,23,39,68,60,45,36,40,25,51,11,35,65,5,90,76,57,10,69
83,m,yes,yes,yes,yes,yes,True,False,280,out,75,True,29,18,21,74,81,12,30,28,48,9,9,3,1,97,52,54,66,57,11,92,77,63,91,45,58,96,61,98,55,21,82,22,54,97,60,47,63,99,19,9,54,22,100,61,86,82,65,72,21,1,73,60
62,f,yes,yes,yes,yes,yes,True,False,1815,out,51,True,57,20,39,47,65,53,99,49,37,6,37,9,62,49,53,36,44,100,87,11,23,26,23,54,80,32,35,52,56,65,98,82,82,39,12,53,81,67,8,92,4,86,81,79,34,51,56,78,56,32,13,58
79,m,yes,yes,yes,yes,yes,True,False,1086,out,70,True,13,41,6,68,25,96,71,45,39,11,82,48,1,28,18,33,55,71,56,74,30,15,100,42,99,77,98,58,59,57,72,24,63,47,4,71,71,7,16,22,33,83,76,90,51,23,91,32,72,39,93,82
99,m,yes,yes,yes,yes,yes,True,False,1012,in,35,True,92,85,52,6,18,76,15,59,47,54,94,20,22,82,40,40,28,84,29,10,43,23,76,40,35,61,10,21,69,62,22,23,63,0,45,60,91,97,65,0,32,64,80,29,31,57,48,10,76,82,32,35
75,f,yes,yes,yes,yes,no,True,False,1153,in,10,True,18,95,11,31,19,32,80,29,66,68,55,71,62,36,94,39,69,7,60,23,0,26,23,43,73,82,55,98,92,31,94,81,66,63,15,59,50,55,2,67,9,34,93,49,41,9,81,11,30,54,9,91
68,f,yes,yes,yes,no,yes,True,False,643,in,7,True,87,26,95,43,68,68,67,53,10,39,53,71,61,14,52,39,99,73,6,30,31,72,54,47,30,54,91,41,100,10,50,99,86,91,22,100,32,11,72,63,98,74,83,19,70,10,96,60,91,1,97,43
98,m,yes,yes,yes,no,yes,True,False,1452,in,22,True,34,99,40,63,81,17,78,76,31,31,86,12,73,18,48,46,30,100,26,49,44,53,18,21,22,25,99,17,34,10,17,57,77,64,55,6,28,16,40,85,97,99,84,82,36,95,26,57,37,5,94,67
95,m,no,yes,yes,yes,yes,True,False,1760,out,66,True,30,51,33,97,22,69,44,5,79,34,74,34,40,66,82,87,84,94,30,39,73,99,28,3,9,74,33,7,91,31,29,54,97,28,23,20,5,67,71,85,31,6,56,30,52,98,90,98,82,56,26,45
80,m,yes,yes,yes,no,yes,True,False,1324,out,93,True,10,12,74,55,74,27,62,64,41,59,67,17,35,77,31,94,57,17,82,79,34,14,71,14,82,4,77,82,10,27,39,87,95,86,11,6,29,99,4,41,15,40,83,28,1,35,35,19,99,41,37,33
60,f,yes,no,yes,yes,yes,True,False,1547,in,39,True,57,48,14,90,28,98,20,73,9,17,11,12,87,28,25,91,64,41,4,78,71,1,25,57,94,64,73,1,94,74,32,48,21,13,70,77,89,14,31,98,27,54,42,0,100,7,51,14,77,33,76,100
97,m,yes,yes,yes,yes,yes,True,False,376,in,1,True,35,70,11,27,6,44,66,86,78,88,5,80,63,62,7,2,63,39,17,42,57,82,41,40,86,14,97,79,45,33,21,39,41,94,85,46,11,61,1,50,42,67,97,45,60,72,6,8,87,31,23,49
85,f,yes,yes,yes,yes,no,True,False,2322,out,52,True,33,26,55,8,11,4,1,50,38,2,93,58,31,28,32,84,34,33,81,51,60,84,57,36,94,64,4,19,40,64,84,47,28,48,93,74,9,61,64,79,78,54,51,63,34,45,20,44,4,72,62,53
76,f,yes,yes,yes,yes,yes,True,False,1848,in,2,True,85,9,64,0,99,24,83,8,25,67,8,22,80,10,91,100,66,46,44,11,52,67,71,93,26,7,32,4,51,99,13,16,38,44,9,86,86,64,25,1,42,34,17,43,81,34,73,83,48,73,7,78
